item,itemLabel,tipo,tipoLabel,coord,inicio,site,gcatholic,bispo,bispoLabel
http://www.wikidata.org/entity/Q870102,Diocese de Joaçaba,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1975-01-01T00:00:00Z,http://www.catedraljoacaba.com.br/diocese.php,joac0,,
http://www.wikidata.org/entity/Q582915,Diocese de Joinville,http://www.wikidata.org/entity/Q105390172,arquidiocese metropolitana católica romana,,1927-01-01T00:00:00Z,http://www.diocesejoinville.com.br/,join0,,
http://www.wikidata.org/entity/Q301661,Diocese de Juazeiro,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1962-01-01T00:00:00Z,http://diocesedejuazeiro.org.br/,juaz0,,
http://www.wikidata.org/entity/Q870125,Diocese de Jundiaí,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1966-11-07T00:00:00Z,http://www.dj.org.br/,jund0,,
http://www.wikidata.org/entity/Q241690,Diocese de Juína,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1997-01-01T00:00:00Z,https://www.diocesejuina.com.br/,juin0,,
http://www.wikidata.org/entity/Q870956,Diocese de Lages,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1927-01-01T00:00:00Z,http://www.diocesedelages.org.br/,lage0,,
http://www.wikidata.org/entity/Q871162,Diocese de Leopoldina,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1942-01-01T00:00:00Z,http://www.diocesedesaojoaodelrei.com.br/,leop0,,
http://www.wikidata.org/entity/Q871213,Diocese de Limeira,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1976-01-01T00:00:00Z,https://diocesedelimeira.org.br/,lime0,,
http://www.wikidata.org/entity/Q871230,Diocese de Limoeiro do Norte,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1938-01-01T00:00:00Z,https://www.diocesedelimoeiro.org,limo0,,
http://www.wikidata.org/entity/Q871286,Diocese de Lins,http://www.wikidata.org/entity/Q373074,diocese sufragânea,,1926-01-01T00:00:00Z,http://www.diocesedelins.com.br,lins0,,
http://www.wikidata.org/entity/Q871286,Diocese de Lins,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1926-01-01T00:00:00Z,http://www.diocesedelins.com.br,lins0,,
http://www.wikidata.org/entity/Q871350,Diocese de Livramento de Nossa Senhora,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1967-01-01T00:00:00Z,http://www.diocesedelivramento.org/,livr0,,
http://www.wikidata.org/entity/Q871428,Diocese de Lorena,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1937-07-31T00:00:00Z,http://www.mitralorena.com.br/,lore0,,
http://www.wikidata.org/entity/Q871538,Diocese de Luz,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1918-01-01T00:00:00Z,http://www.diocesedeluz.org.br,luzz0,,
http://www.wikidata.org/entity/Q267155,Diocese de Luziânia,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1989-01-01T00:00:00Z,http://diocesedeluziania.blogspot.com/,luzi0,,
http://www.wikidata.org/entity/Q871604,Diocese de Macapá,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1949-01-01T00:00:00Z,http://www.diocesedemacapa.com.br/,maca0,,
http://www.wikidata.org/entity/Q872035,Diocese de Marília,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1952-01-01T00:00:00Z,http://www.diocesedemarilia.org.br/,mari4,,
http://www.wikidata.org/entity/Q872448,Diocese de Miracema do Tocantins,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1966-01-01T00:00:00Z,http://diocesedemiracemato.org.br/,mira0,,
http://www.wikidata.org/entity/Q872482,Diocese de Mogi das Cruzes,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1962-01-01T00:00:00Z,http://www.diocesedemogi.org.br/,mogi0,,
http://www.wikidata.org/entity/Q119904,Diocese de Montenegro,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2008-01-01T00:00:00Z,http://www.diocesemontenegro.com.br/home,montI,,
http://www.wikidata.org/entity/Q872623,Diocese de Mossoró,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1934-01-01T00:00:00Z,http://diocesedemossoro.blogspot.com/,moss2,,
http://www.wikidata.org/entity/Q383951,Diocese de Nazaré,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1918-01-01T00:00:00Z,http://www.diocesedenazare.org/,naza0,,
http://www.wikidata.org/entity/Q873209,Diocese de Nova Friburgo,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1960-01-01T00:00:00Z,http://diocesenf.org.br/,nova1,,
http://www.wikidata.org/entity/Q873227,Diocese de Nova Iguaçu,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1960-01-01T00:00:00Z,http://www.mitrani.org.br/,nova2,,
http://www.wikidata.org/entity/Q873393,Diocese de Oeiras,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1944-01-01T00:00:00Z,http://diocesedeoeiras.org/,oeir0,,
http://www.wikidata.org/entity/Q686749,Diocese de Oliveira,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1941-01-01T00:00:00Z,http://www.dioceseoliveira.org.br/,oliv0,,
http://www.wikidata.org/entity/Q390166,Diocese de Osasco,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1989-01-01T00:00:00Z,http://www.diocesedeosasco.com.br/,osas0,,
http://www.wikidata.org/entity/Q114679,Diocese de Osório,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1999-01-01T00:00:00Z,http://www.diocesedeosorio.org/,osor0,,
http://www.wikidata.org/entity/Q873674,Diocese de Ourinhos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-49.870187908 -22.979398413),1998-01-01T00:00:00Z,http://dioceseourinhos.wordpress.com/,ouri0,,
http://www.wikidata.org/entity/Q873825,Diocese de Palmares,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1962-01-01T00:00:00Z,https://www.diocesepalmares.org/,palm2,,
http://www.wikidata.org/entity/Q263130,Diocese de Palmas e Francisco Beltrão,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1933-01-01T00:00:00Z,http://www.curiadiocesana.com.br/home.php,palm3,,
http://www.wikidata.org/entity/Q512685,Diocese de Palmeira dos Índios,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1962-01-01T00:00:00Z,http://www.diocesedecampos.org.br/,palm4,,
http://www.wikidata.org/entity/Q873877,Diocese de Paracatu,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1929-01-01T00:00:00Z,https://dioceseparacatu.org.br/,para3,,
http://www.wikidata.org/entity/Q873900,Diocese de Paranaguá,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1962-01-01T00:00:00Z,http://www.diocesedeparanagua.com.br/,para5,,
http://www.wikidata.org/entity/Q873920,Diocese de Paranavaí,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1968-01-01T00:00:00Z,http://www.maedaigreja.org.br/,para6,,
http://www.wikidata.org/entity/Q873927,Diocese de Parintins,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1955-01-01T00:00:00Z,,pari1,,
http://www.wikidata.org/entity/Q873938,Diocese de Parnaíba,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1944-01-01T00:00:00Z,http://www.diocesedeparnaiba.org.br/,parn0,,
http://www.wikidata.org/entity/Q873986,Diocese de Patos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1959-01-01T00:00:00Z,http://www.diocesedepatospb.org.br/,pato0,,
http://www.wikidata.org/entity/Q873998,Diocese de Patos de Minas,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1955-01-01T00:00:00Z,http://www.diocesedepatosdeminas.org.br/index.php,pato1,,
http://www.wikidata.org/entity/Q874022,Diocese de Paulo Afonso,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1971-01-01T00:00:00Z,https://diocesedepauloafonso.com.br/,paul0,,
http://www.wikidata.org/entity/Q874077,Diocese de Penedo,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1916-01-01T00:00:00Z,http://www.diocesedepenedo-al.org.br/,pene0,,
http://www.wikidata.org/entity/Q874120,Diocese de Pesqueira,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1910-01-01T00:00:00Z,http://www.diocesedepesqueira.org,pesq0,,
http://www.wikidata.org/entity/Q874125,Diocese de Petrolina,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1923-01-01T00:00:00Z,http://www.diocesedepetrolina.org.br/,petr1,,
http://www.wikidata.org/entity/Q874140,Diocese de Petrópolis,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1946-01-01T00:00:00Z,http://www.diocesepetropolis.org.br/,petr2,,
http://www.wikidata.org/entity/Q874172,Diocese de Picos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1974-01-01T00:00:00Z,http://www.diocesedepicos.org.br/portal/,pico0,,
http://www.wikidata.org/entity/Q874260,Diocese de Pinheiro,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1939-01-01T00:00:00Z,http://diocesedepinheiro.com/,pinh0,,
http://www.wikidata.org/entity/Q874269,Diocese de Piracicaba,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1944-01-01T00:00:00Z,http://www.diocesedepiracicaba.org.br/,pira0,,
http://www.wikidata.org/entity/Q874347,Diocese de Ponta Grossa,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1926-01-01T00:00:00Z,http://www.diocesepontagrossa.com.br/,pont2,,
http://www.wikidata.org/entity/Q874362,Diocese de Ponta de Pedras,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1963-01-01T00:00:00Z,https://diocesepontadepedras.blogspot.com/,pont1,,
http://www.wikidata.org/entity/Q874461,Diocese de Porto Nacional,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1915-01-01T00:00:00Z,http://dioceseportonacional.org.br/,pnac0,,
http://www.wikidata.org/entity/Q874548,Diocese de Presidente Prudente,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-51.389024416 -22.122656579),1960-01-01T00:00:00Z,http://www.diocesepresidenteprudente.com.br/,pres0,,
http://www.wikidata.org/entity/Q17280150,Diocese de Primavera do Leste–Paranatinga,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2014-01-01T00:00:00Z,https://dioceseprimaveraptga.org.br,para8,,
http://www.wikidata.org/entity/Q1546754,Diocese de Propriá,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1960-01-01T00:00:00Z,http://www.diocesedepropria.com.br/,prop0,,
http://www.wikidata.org/entity/Q995995,Diocese de Quixadá,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1971-01-01T00:00:00Z,http://www.diocesequixada.org/net/,quix0,,
http://www.wikidata.org/entity/Q874928,Diocese de Registro,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1974-01-01T00:00:00Z,http://www.diocesederegistro.com.br,regi1,,
http://www.wikidata.org/entity/Q874983,Diocese de Rio Branco,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1919-01-01T00:00:00Z,http://www.dioceseriobranco.com.br,riob0,,
http://www.wikidata.org/entity/Q740053,Diocese de Rio Grande,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1971-01-01T00:00:00Z,http://dioceserg.cristo.com.br/,riog1,,
http://www.wikidata.org/entity/Q875013,Diocese de Rio do Sul,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1968-01-01T00:00:00Z,http://www.dioceseriodosul.com.br/,riod0,,
http://www.wikidata.org/entity/Q113091,Diocese de Roraima,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1934-01-01T00:00:00Z,https://diocesederoraima.org.br/,rora0,,
http://www.wikidata.org/entity/Q113091,Diocese de Roraima,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1979-10-16T00:00:00Z,https://diocesederoraima.org.br/,rora0,,
http://www.wikidata.org/entity/Q875151,Diocese de Rubiataba-Mozarlândia,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1966-01-01T00:00:00Z,http://www.cnbbco.org.br/diocese_detalhe.php?id_diocese,rubi0,,
http://www.wikidata.org/entity/Q875227,Diocese de Ruy Barbosa,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1959-01-01T00:00:00Z,https://diocesederuybarbosa.com.br/,ruyb0,,
http://www.wikidata.org/entity/Q875539,Diocese de Salgueiro,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2010-01-01T00:00:00Z,http://www.diocesedesalgueiro.org.br/,salg0,,
http://www.wikidata.org/entity/Q876048,Diocese de Santa Cruz do Sul,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1959-01-01T00:00:00Z,http://www.mitrascs.com.br/,zcru1,,
http://www.wikidata.org/entity/Q105515141,Diocese de Santarém do Pará,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1979-10-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q105515141,Diocese de Santarém do Pará,http://www.wikidata.org/entity/Q15893266,antiga entidade,,1979-10-16T00:00:00Z,,,,
http://www.wikidata.org/entity/Q876165,Diocese de Santo Amaro,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1989-01-01T00:00:00Z,http://www.temporeal.org/,zama0,,
http://www.wikidata.org/entity/Q522841,Diocese de Santo Ângelo,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1961-01-01T00:00:00Z,http://www.diocesedesantoangelo.org.br/,zang2,,
http://www.wikidata.org/entity/Q876196,Diocese de Santos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1924-01-01T00:00:00Z,http://www.diocesedesantos.com.br/web/guest/principal,sant4,,
http://www.wikidata.org/entity/Q876204,Diocese de Santíssima Conceição do Araguaia,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1911-01-01T00:00:00Z,http://www.diocesedeconceicao.com.br/,zcon0,,
http://www.wikidata.org/entity/Q876365,Diocese de Serrinha,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2005-01-01T00:00:00Z,,serr0,,
http://www.wikidata.org/entity/Q876360,Diocese de Sete Lagoas,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1955-01-01T00:00:00Z,http://www.diocesedesetelagoas.com.br/,sete0,,
http://www.wikidata.org/entity/Q876565,Diocese de Sinop,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1982-01-01T00:00:00Z,http://www.diocesedesinop.com.br/,sino0,,
http://www.wikidata.org/entity/Q876656,Diocese de Sobral,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1915-01-01T00:00:00Z,http://diocesedesobral.com/novo/,sobr0,,
http://www.wikidata.org/entity/Q876931,Diocese de São Carlos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1908-01-01T00:00:00Z,http://www.diocesesaocarlos.org.br,zcar4,,
http://www.wikidata.org/entity/Q80436,Diocese de São Gabriel da Cachoeira,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-67.086333333 -0.135333333),1925-01-01T00:00:00Z,,zgab0,,
http://www.wikidata.org/entity/Q876940,Diocese de São José do Rio Preto,http://www.wikidata.org/entity/Q105390172,arquidiocese metropolitana católica romana,,1929-01-25T00:00:00Z,https://arquidiocesesjrp.org.br/,riop0,,
http://www.wikidata.org/entity/Q876937,Diocese de São José dos Campos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1981-01-01T00:00:00Z,http://www.diocese-sjc.org.br/,zjos6,,
http://www.wikidata.org/entity/Q876954,Diocese de São José dos Pinhais,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2006-01-01T00:00:00Z,http://www.diocesesjp.org.br/,zjosD,,
http://www.wikidata.org/entity/Q876961,Diocese de São João da Boa Vista,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1960-01-01T00:00:00Z,http://www.diocesesaojoao.org.br/novo/,zjoa1,,
http://www.wikidata.org/entity/Q876964,Diocese de São João del-Rei,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1960-01-01T00:00:00Z,http://www.diocesedesaojoaodelrei.com.br,zjoa2,,
http://www.wikidata.org/entity/Q876974,Diocese de São Luís de Cáceres,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1910-01-01T00:00:00Z,http://www.cnbbo2.org.br/?system,zlui3,,
http://www.wikidata.org/entity/Q876970,Diocese de São Luís de Montes Belos,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1961-01-01T00:00:00Z,http://www.cnbbco.com/dioceses/diocese-de-sl-de-montes-belos,zlui4,,
http://www.wikidata.org/entity/Q876986,Diocese de São Mateus,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1958-01-01T00:00:00Z,http://www.diocesedesaomateus.org.br/portal/,zmat0,,
http://www.wikidata.org/entity/Q876992,Diocese de São Miguel Paulista,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1989-01-01T00:00:00Z,http://www.diocesesaomiguel.org.br/,zmig2,,
http://www.wikidata.org/entity/Q876995,Diocese de São Raimundo Nonato,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-42.687063203 -9.014181487),1960-01-01T00:00:00Z,http://www.diocesedesaoraimundo.com.br/,zram0,,
http://www.wikidata.org/entity/Q206749,Diocese de Taubaté,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1908-01-01T00:00:00Z,http://dt7.com.br/,taub0,,
http://www.wikidata.org/entity/Q287601,Diocese de Teófilo Otoni,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1960-01-01T00:00:00Z,http://dioceseteofilootoni.com.br/,teof0,,
http://www.wikidata.org/entity/Q877287,Diocese de Tianguá,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-40.990817 -3.720111),1971-03-13T00:00:00Z,https://www.diocesedetiangua.org/,tian0,,
http://www.wikidata.org/entity/Q877370,Diocese de Tocantinópolis,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1954-12-20T00:00:00Z,http://diocesedetocantinopolis.org.br/,toca0,,
http://www.wikidata.org/entity/Q877402,Diocese de Toledo,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1959-01-01T00:00:00Z,http://www.diocesedetoledo.org,tole2,,
http://www.wikidata.org/entity/Q877534,Diocese de Três Lagoas,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1978-01-01T00:00:00Z,http://www.diocese3lagoas.com.br,tres0,,
http://www.wikidata.org/entity/Q877562,Diocese de Tubarão,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1954-01-01T00:00:00Z,http://www.diocesetubarao.com.br/,tuba0,,
http://www.wikidata.org/entity/Q877625,Diocese de Uberlândia,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1961-01-01T00:00:00Z,http://elodafe.com/index.php,uber1,,
http://www.wikidata.org/entity/Q877653,Diocese de Umuarama,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1973-01-01T00:00:00Z,http://www.diocesedeumuarama.org.br/,umua1,,
http://www.wikidata.org/entity/Q431821,Diocese de União da Vitória,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1976-01-01T00:00:00Z,http://www.dioceseunivitoria.org.br/site/,unia0,,
http://www.wikidata.org/entity/Q283370,Diocese de Uruaçu,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1956-01-01T00:00:00Z,http://www.diocesedeuruacu.com.br,urua0,,
http://www.wikidata.org/entity/Q877684,Diocese de Uruguaiana,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1910-01-01T00:00:00Z,http://www.diocesedeuruguaiana.org.br/,urug0,,
http://www.wikidata.org/entity/Q877708,Diocese de Vacaria,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1934-01-01T00:00:00Z,https://www.diocesevacaria.com.br/,vaca0,,
http://www.wikidata.org/entity/Q877722,Diocese de Valença,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1925-01-01T00:00:00Z,http://www.diocesedevalenca.org/site/index.php,vale2,,
http://www.wikidata.org/entity/Q877823,Diocese de Viana (Brasil),http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1962-01-01T00:00:00Z,http://www.diocesedeviana.org.br/,vian0,,
http://www.wikidata.org/entity/Q25935733,Diocese de Votuporanga,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-49.972777777 -20.422777777),,http://www.nossasenhoravotuporanga.com.br/,votu0,,
http://www.wikidata.org/entity/Q73749504,Diocese de Xingu-Altamira,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2019-11-06T00:00:00Z,http://www.prelaziadoxingu.com.br/,xing0,,
http://www.wikidata.org/entity/Q878454,Diocese de Zé Doca,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1961-01-01T00:00:00Z,https://diocesezedoca-ma.blogspot.com/,zedo0,,
http://www.wikidata.org/entity/Q868193,Diocese do Crato,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1914-10-20T00:00:00Z,http://www.diocesedecrato.org.br/,crat1,,
http://www.wikidata.org/entity/Q1346584,Eparquia Greco-Melquita de Nossa Senhora do Paraíso,http://www.wikidata.org/entity/Q105389481,eparquia católica,,1971-01-01T00:00:00Z,http://www.maakaroun.co.cc,noss1,,
http://www.wikidata.org/entity/Q16874531,Eparquia da Imaculada Conceição em Prudentópolis dos Ucranianos,http://www.wikidata.org/entity/Q105389481,eparquia católica,Point(-49.25 -25.4667),,https://metropolia.org.br/eparquia/,imac0,,
http://www.wikidata.org/entity/Q261532,Eparquia de São João Batista em Curitiba dos Ucranianos,http://www.wikidata.org/entity/Q108822885,Arquieparquia Metropolitana Católica,Point(-49.25 -25.4667),1962-01-01T00:00:00Z,http://www.eparquiaucraniana.com.br/site/,zjoa0,,
http://www.wikidata.org/entity/Q1346571,Eparquia maronita no Brasil,http://www.wikidata.org/entity/Q20725872,Eastern Catholic eparchy,,,http://www.igrejamaronita.org.br/,noss0,,
http://www.wikidata.org/entity/Q620192,Exarcado Apostólico para os fiéis de Rito Armênio residentes na América Latina e México,http://www.wikidata.org/entity/Q3732788,apostolic exarchate,,1981-01-01T00:00:00Z,,lati1,,
http://www.wikidata.org/entity/Q899330,Ordinariado Militar do Brasil,http://www.wikidata.org/entity/Q1531518,military ordinariate,,1950-01-01T00:00:00Z,http://arquidiocesemilitar.org.br,braz2,,
http://www.wikidata.org/entity/Q2029299,Ordinariato do Brasil para os católicos de rito oriental,http://www.wikidata.org/entity/Q2665272,Circunscrição eclesiástica imediatamente sujeita à Santa Sé,,1951-01-01T00:00:00Z,,braz1,,
http://www.wikidata.org/entity/Q2029299,Ordinariato do Brasil para os católicos de rito oriental,http://www.wikidata.org/entity/Q7100806,Ordinariato para os fiéis de rito oriental,,1951-01-01T00:00:00Z,,braz1,,
http://www.wikidata.org/entity/Q73766454,Prelazia de Alto Xingu-Tucumã,http://www.wikidata.org/entity/Q2633744,territorial prelature,,,http://prelaziadoaltoxingu.org/,alto3,,
http://www.wikidata.org/entity/Q1548521,Prelazia de Borba,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2022-11-18T00:00:00Z,https://prelaziadeborbaam.org.br/,borb0,,
http://www.wikidata.org/entity/Q1320446,Prelazia de Cametá,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,2013-02-06T00:00:00Z,https://diocesecameta.com.br/,came1,,
http://www.wikidata.org/entity/Q976774,Prelazia de Coari,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,,http://www.prelaziadecoari.blogspot.com.br/,coar0,,
http://www.wikidata.org/entity/Q1574063,Prelazia de Itacoatiara,http://www.wikidata.org/entity/Q2633744,territorial prelature,,,https://prelaziadeitacoatiara.org.br/,itac0,,
http://www.wikidata.org/entity/Q765396,Prelazia de Itaituba,http://www.wikidata.org/entity/Q2633744,territorial prelature,,1988-01-01T00:00:00Z,http://www.prelaziadoxingu.com.br/,itai0,,
http://www.wikidata.org/entity/Q1573523,Prelazia de Lábrea,http://www.wikidata.org/entity/Q2633744,territorial prelature,,1925-05-01T00:00:00Z,https://prelaziadelabrea.com.br/,labr1,,
http://www.wikidata.org/entity/Q1547389,Prelazia de Marajó,http://www.wikidata.org/entity/Q2633744,territorial prelature,,,http://www.prelaziadomarajo.com.br/,mara4,,
http://www.wikidata.org/entity/Q1410045,Prelazia de Paranatinga,http://www.wikidata.org/entity/Q2633744,territorial prelature,,,,para8,,
http://www.wikidata.org/entity/Q105515130,Prelazia de Santarém,http://www.wikidata.org/entity/Q124344656,suppressed territorial prelature,,1903-09-21T00:00:00Z,,,,
http://www.wikidata.org/entity/Q1573506,Prelazia de São Félix,http://www.wikidata.org/entity/Q2633744,territorial prelature,,1969-05-13T00:00:00Z,https://prelaziasfaraguaia.com.br/,zfel2,,
http://www.wikidata.org/entity/Q1573163,Prelazia de Tefé,http://www.wikidata.org/entity/Q2633744,territorial prelature,,,http://prelaziadetefe.blogspot.com/,tefe0,,
http://www.wikidata.org/entity/Q1557404,Prelazia do Xingu,http://www.wikidata.org/entity/Q124344656,suppressed territorial prelature,Point(-52.205833333 -3.202777777),1934-08-16T00:00:00Z,http://www.prelaziadoxingu.com.br/,xing0,,
http://www.wikidata.org/entity/Q1364173,Arquidiocese Sant’Ana de Botucatu,http://www.wikidata.org/entity/Q105390172,arquidiocese metropolitana católica romana,,1908-01-01T00:00:00Z,http://www.arquibotu.org.br,botu0,,
http://www.wikidata.org/entity/Q1364652,Arquidiocese de Juiz de Fora,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1924-01-01T00:00:00Z,http://www.arquidiocesejuizdefora.org.br/,juiz0,,
http://www.wikidata.org/entity/Q1364652,Arquidiocese de Juiz de Fora,http://www.wikidata.org/entity/Q105390172,arquidiocese metropolitana católica romana,,1924-01-01T00:00:00Z,http://www.arquidiocesejuizdefora.org.br/,juiz0,,
http://www.wikidata.org/entity/Q1365608,Arquidiocese de Sorocaba,http://www.wikidata.org/entity/Q105390172,arquidiocese metropolitana católica romana,,1924-07-04T00:00:00Z,http://www.arquidiocesesorocaba.org.br/site/index.php,soro0,,
http://www.wikidata.org/entity/Q866747,Diocese de Abaetetuba,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1961-01-01T00:00:00Z,http://www.semeando.org.br/portal/index.php,abae0,,
http://www.wikidata.org/entity/Q866802,Diocese de Almenara,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1981-01-01T00:00:00Z,http://www.diocesealmenara.org.br/,alme0,,
http://www.wikidata.org/entity/Q866965,Diocese de Balsas,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,Point(-46.0373 -7.52994),1954-01-01T00:00:00Z,https://diocesedebalsas.wixsite.com/igrejaemacao/clero,bals0,,
http://www.wikidata.org/entity/Q628533,Diocese de Campanha,http://www.wikidata.org/entity/Q3146899,diocese da Igreja Católica,,1907-09-08T00:00:00Z,http://www.diocesedacampanha.org.br/,camp3,,
